snapshot_month,from_seg,to_seg,n,from_total,rate
2024-05,Loyal,Potential,3,5356.0,0.06
2024-05,Loyal,Regular,18,5356.0,0.34
2024-05,Loyal,VIP,626,5356.0,11.69
2024-05,Potential,At_Risk,50,490.0,10.2
2024-05,Potential,Loyal,38,490.0,7.76
2024-05,Potential,Potential,349,490.0,71.22
2024-05,Potential,Regular,49,490.0,10.0
2024-05,Potential,VIP,4,490.0,0.82
2024-05,Regular,At_Risk,101,1122.0,9.0
2024-05,Regular,Low_Value,16,1122.0,1.43
2024-05,Regular,Loyal,250,1122.0,22.28
2024-05,Regular,Potential,8,1122.0,0.71
2024-05,Regular,Regular,662,1122.0,59.0
2024-05,Regular,VIP,85,1122.0,7.58
2024-05,VIP,Loyal,859,4809.0,17.86
2024-05,VIP,VIP,3950,4809.0,82.14
2024-06,At_Risk,At_Risk,5247,6214.0,84.44
2024-06,At_Risk,Dormant,525,6214.0,8.45
2024-06,At_Risk,Low_Value,422,6214.0,6.79
2024-06,At_Risk,Loyal,13,6214.0,0.21
2024-06,At_Risk,Potential,1,6214.0,0.02
2024-06,At_Risk,Regular,5,6214.0,0.08
2024-06,At_Risk,VIP,1,6214.0,0.02
2024-06,Dormant,Dormant,54930,55880.0,98.3
2024-06,Dormant,Low_Value,767,55880.0,1.37
2024-06,Dormant,Loyal,30,55880.0,0.05
2024-06,Dormant,Potential,105,55880.0,0.19
2024-06,Dormant,Regular,47,55880.0,0.08
2024-06,Dormant,VIP,1,55880.0,0.0
2024-06,Low_Value,At_Risk,31,11335.0,0.27
2024-06,Low_Value,Dormant,1204,11335.0,10.62
2024-06,Low_Value,Low_Value,9188,11335.0,81.06
2024-06,Low_Value,Loyal,467,11335.0,4.12
2024-06,Low_Value,Potential,30,11335.0,0.26
2024-06,Low_Value,Regular,350,11335.0,3.09
2024-06,Low_Value,VIP,65,11335.0,0.57
2024-06,Loyal,At_Risk,1165,5193.0,22.43
2024-06,Loyal,Low_Value,17,5193.0,0.33
2024-06,Loyal,Loyal,3418,5193.0,65.82
2024-06,Loyal,Potential,4,5193.0,0.08
2024-06,Loyal,Regular,11,5193.0,0.21
2024-06,Loyal,VIP,578,5193.0,11.13
2024-06,Potential,At_Risk,59,532.0,11.09
2024-06,Potential,Low_Value,1,532.0,0.19
2024-06,Potential,Loyal,44,532.0,8.27
2024-06,Potential,Potential,388,532.0,72.93
2024-06,Potential,Regular,32,532.0,6.02
2024-06,Potential,VIP,8,532.0,1.5
2024-06,Regular,At_Risk,103,1141.0,9.03
2024-06,Regular,Low_Value,32,1141.0,2.8
2024-06,Regular,Loyal,284,1141.0,24.89
2024-06,Regular,Potential,11,1141.0,0.96
2024-06,Regular,Regular,641,1141.0,56.18
2024-06,Regular,VIP,70,1141.0,6.13
2024-06,VIP,Loyal,863,4716.0,18.3
2024-06,VIP,VIP,3853,4716.0,81.7
2024-07,At_Risk,At_Risk,5502,6605.0,83.3
2024-07,At_Risk,Dormant,618,6605.0,9.36
2024-07,At_Risk,Low_Value,466,6605.0,7.06
2024-07,At_Risk,Loyal,10,6605.0,0.15
2024-07,At_Risk,Potential,1,6605.0,0.02
2024-07,At_Risk,Regular,7,6605.0,0.11
2024-07,At_Risk,VIP,1,6605.0,0.02
2024-07,Dormant,Dormant,58915,59994.0,98.2
2024-07,Dormant,Low_Value,870,59994.0,1.45
2024-07,Dormant,Loyal,33,59994.0,0.06
2024-07,Dormant,Potential,109,59994.0,0.18
2024-07,Dormant,Regular,66,59994.0,0.11
2024-07,Dormant,VIP,1,59994.0,0.0
2024-07,Low_Value,At_Risk,5,11538.0,0.04
2024-07,Low_Value,Dormant,1336,11538.0,11.58
2024-07,Low_Value,Low_Value,9215,11538.0,79.87
2024-07,Low_Value,Loyal,532,11538.0,4.61
2024-07,Low_Value,Potential,16,11538.0,0.14
2024-07,Low_Value,Regular,363,11538.0,3.15
2024-07,Low_Value,VIP,71,11538.0,0.62
2024-07,Loyal,At_Risk,1164,5182.0,22.46
2024-07,Loyal,Low_Value,9,5182.0,0.17
2024-07,Loyal,Loyal,3331,5182.0,64.28
2024-07,Loyal,Potential,2,5182.0,0.04
2024-07,Loyal,Regular,12,5182.0,0.23
2024-07,Loyal,VIP,664,5182.0,12.81
2024-07,Potential,At_Risk,49,612.0,8.01
2024-07,Potential,Loyal,54,612.0,8.82
2024-07,Potential,Potential,458,612.0,74.84
2024-07,Potential,Regular,46,612.0,7.52
2024-07,Potential,VIP,5,612.0,0.82
2024-07,Regular,At_Risk,86,1154.0,7.45
2024-07,Regular,Low_Value,27,1154.0,2.34
2024-07,Regular,Loyal,279,1154.0,24.18
2024-07,Regular,Potential,16,1154.0,1.39
2024-07,Regular,Regular,667,1154.0,57.8
2024-07,Regular,VIP,79,1154.0,6.85
2024-07,VIP,Loyal,864,4578.0,18.87
2024-07,VIP,VIP,3714,4578.0,81.13
2024-08,At_Risk,At_Risk,5602,6806.0,82.31
2024-08,At_Risk,Dormant,629,6806.0,9.24
2024-08,At_Risk,Low_Value,562,6806.0,8.26
2024-08,At_Risk,Loyal,9,6806.0,0.13
2024-08,At_Risk,Potential,3,6806.0,0.04
2024-08,At_Risk,Regular,1,6806.0,0.01
2024-08,Dormant,Dormant,63125,64254.0,98.24
2024-08,Dormant,Low_Value,923,64254.0,1.44
2024-08,Dormant,Loyal,38,64254.0,0.06
2024-08,Dormant,Potential,103,64254.0,0.16
2024-08,Dormant,Regular,64,64254.0,0.1
2024-08,Dormant,VIP,1,64254.0,0.0
2024-08,Low_Value,At_Risk,1,11752.0,0.01
2024-08,Low_Value,Dormant,1179,11752.0,10.03
2024-08,Low_Value,Low_Value,9499,11752.0,80.83
2024-08,Low_Value,Loyal,581,11752.0,4.94
2024-08,Low_Value,Potential,24,11752.0,0.2
2024-08,Low_Value,Regular,384,11752.0,3.27
2024-08,Low_Value,VIP,84,11752.0,0.71
2024-08,Loyal,At_Risk,1074,5174.0,20.76
2024-08,Loyal,Low_Value,11,5174.0,0.21
2024-08,Loyal,Loyal,3413,5174.0,65.96
2024-08,Loyal,Potential,3,5174.0,0.06
2024-08,Loyal,Regular,13,5174.0,0.25
2024-08,Loyal,VIP,660,5174.0,12.76
2024-08,Potential,At_Risk,59,678.0,8.7
2024-08,Potential,Loyal,62,678.0,9.14
2024-08,Potential,Potential,496,678.0,73.16
2024-08,Potential,Regular,52,678.0,7.67
2024-08,Potential,VIP,9,678.0,1.33
2024-08,Regular,At_Risk,82,1246.0,6.58
2024-08,Regular,Low_Value,21,1246.0,1.69
2024-08,Regular,Loyal,354,1246.0,28.41
2024-08,Regular,Potential,16,1246.0,1.28
2024-08,Regular,Regular,704,1246.0,56.5
2024-08,Regular,VIP,69,1246.0,5.54
2024-08,VIP,Loyal,783,4540.0,17.25
2024-08,VIP,VIP,3757,4540.0,82.75
2024-09,At_Risk,At_Risk,5535,6818.0,81.18
2024-09,At_Risk,Dormant,651,6818.0,9.55
2024-09,At_Risk,Low_Value,608,6818.0,8.92
2024-09,At_Risk,Loyal,5,6818.0,0.07
2024-09,At_Risk,Regular,16,6818.0,0.23
2024-09,At_Risk,VIP,3,6818.0,0.04
2024-09,Dormant,Dormant,66247,67360.0,98.35
2024-09,Dormant,Low_Value,907,67360.0,1.35
2024-09,Dormant,Loyal,32,67360.0,0.05
2024-09,Dormant,Potential,109,67360.0,0.16
2024-09,Dormant,Regular,62,67360.0,0.09
2024-09,Dormant,VIP,3,67360.0,0.0
2024-09,Low_Value,Dormant,1230,11874.0,10.36
2024-09,Low_Value,Low_Value,9576,11874.0,80.65
2024-09,Low_Value,Loyal,561,11874.0,4.72
2024-09,Low_Value,Potential,19,11874.0,0.16
2024-09,Low_Value,Regular,400,11874.0,3.37
2024-09,Low_Value,VIP,88,11874.0,0.74
2024-09,Loyal,At_Risk,1071,5282.0,20.28
2024-09,Loyal,Low_Value,10,5282.0,0.19
2024-09,Loyal,Loyal,3394,5282.0,64.26
2024-09,Loyal,Potential,3,5282.0,0.06
2024-09,Loyal,Regular,26,5282.0,0.49
2024-09,Loyal,VIP,778,5282.0,14.73
2024-09,Potential,At_Risk,77,698.0,11.03
2024-09,Potential,Low_Value,26,698.0,3.72
2024-09,Potential,Loyal,48,698.0,6.88
2024-09,Potential,Potential,474,698.0,67.91
2024-09,Potential,Regular,64,698.0,9.17
2024-09,Potential,VIP,9,698.0,1.29
2024-09,Regular,At_Risk,77,1265.0,6.09
2024-09,Regular,Low_Value,50,1265.0,3.95
2024-09,Regular,Loyal,331,1265.0,26.17
2024-09,Regular,Potential,6,1265.0,0.47
2024-09,Regular,Regular,713,1265.0,56.36
2024-09,Regular,VIP,88,1265.0,6.96
2024-09,VIP,Loyal,826,4583.0,18.02
2024-09,VIP,VIP,3757,4583.0,81.98
2024-10,At_Risk,At_Risk,5411,6760.0,80.04
2024-10,At_Risk,Dormant,670,6760.0,9.91
2024-10,At_Risk,Low_Value,653,6760.0,9.66
2024-10,At_Risk,Loyal,10,6760.0,0.15
2024-10,At_Risk,Potential,1,6760.0,0.01
2024-10,At_Risk,Regular,12,6760.0,0.18
2024-10,At_Risk,VIP,3,6760.0,0.04
2024-10,Dormant,Dormant,68771,69877.0,98.42
2024-10,Dormant,Low_Value,914,69877.0,1.31
2024-10,Dormant,Loyal,31,69877.0,0.04
2024-10,Dormant,Potential,115,69877.0,0.16
2024-10,Dormant,Regular,42,69877.0,0.06
2024-10,Dormant,VIP,4,69877.0,0.01
2024-10,Low_Value,Dormant,1188,11827.0,10.04
2024-10,Low_Value,Low_Value,9578,11827.0,80.98
2024-10,Low_Value,Loyal,573,11827.0,4.84
2024-10,Low_Value,Potential,11,11827.0,0.09
2024-10,Low_Value,Regular,388,11827.0,3.28
2024-10,Low_Value,VIP,89,11827.0,0.75
2024-10,Loyal,At_Risk,1010,5241.0,19.27
2024-10,Loyal,Low_Value,12,5241.0,0.23
2024-10,Loyal,Loyal,3465,5241.0,66.11
2024-10,Loyal,Potential,4,5241.0,0.08
2024-10,Loyal,Regular,33,5241.0,0.63
2024-10,Loyal,VIP,717,5241.0,13.68
2024-10,Potential,At_Risk,63,651.0,9.68
2024-10,Potential,Low_Value,19,651.0,2.92
2024-10,Potential,Loyal,62,651.0,9.52
2024-10,Potential,Potential,444,651.0,68.2
2024-10,Potential,Regular,51,651.0,7.83
2024-10,Potential,VIP,12,651.0,1.84
2024-10,Regular,At_Risk,81,1314.0,6.16
2024-10,Regular,Low_Value,41,1314.0,3.12
2024-10,Regular,Loyal,341,1314.0,25.95
2024-10,Regular,Potential,4,1314.0,0.3
2024-10,Regular,Regular,750,1314.0,57.08
2024-10,Regular,VIP,97,1314.0,7.38
2024-10,VIP,Loyal,721,4727.0,15.25
2024-10,VIP,VIP,4006,4727.0,84.75
2024-11,At_Risk,At_Risk,5193,6565.0,79.1
2024-11,At_Risk,Dormant,727,6565.0,11.07
2024-11,At_Risk,Low_Value,629,6565.0,9.58
2024-11,At_Risk,Loyal,9,6565.0,0.14
2024-11,At_Risk,Regular,7,6565.0,0.11
2024-11,Dormant,Dormant,70865,71965.0,98.47
2024-11,Dormant,Low_Value,928,71965.0,1.29
2024-11,Dormant,Loyal,29,71965.0,0.04
2024-11,Dormant,Potential,88,71965.0,0.12
2024-11,Dormant,Regular,55,71965.0,0.08
2024-11,Low_Value,Dormant,1127,11734.0,9.6
2024-11,Low_Value,Low_Value,9618,11734.0,81.97
2024-11,Low_Value,Loyal,562,11734.0,4.79
2024-11,Low_Value,Potential,17,11734.0,0.14
2024-11,Low_Value,Regular,342,11734.0,2.91
2024-11,Low_Value,VIP,68,11734.0,0.58
2024-11,Loyal,At_Risk,989,5240.0,18.87
2024-11,Loyal,Low_Value,10,5240.0,0.19
2024-11,Loyal,Loyal,3461,5240.0,66.05
2024-11,Loyal,Potential,4,5240.0,0.08
2024-11,Loyal,Regular,19,5240.0,0.36
2024-11,Loyal,VIP,757,5240.0,14.45
2024-11,Potential,At_Risk,61,600.0,10.17
2024-11,Potential,Low_Value,25,600.0,4.17
2024-11,Potential,Loyal,51,600.0,8.5
2024-11,Potential,Potential,406,600.0,67.67
2024-11,Potential,Regular,55,600.0,9.17
2024-11,Potential,VIP,2,600.0,0.33
2024-11,Regular,At_Risk,87,1300.0,6.69
2024-11,Regular,Low_Value,48,1300.0,3.69
2024-11,Regular,Loyal,302,1300.0,23.23
2024-11,Regular,Potential,7,1300.0,0.54
2024-11,Regular,Regular,777,1300.0,59.77
2024-11,Regular,VIP,79,1300.0,6.08
2024-11,VIP,Loyal,844,4929.0,17.12
2024-11,VIP,VIP,4085,4929.0,82.88
